game_id,start_date,home_team,away_team,neutral_site,conference_game,home_power_rating,away_power_rating,home_sp_rating,home_sp_offense,home_sp_defense,away_sp_rating,away_sp_offense,away_sp_defense,home_talent,away_talent,power_diff,sp_diff,talent_diff,home_sp_missing,away_sp_missing,home_talent_missing,away_talent_missing,predicted_margin,predicted_total,predicted_home_score,predicted_away_score,home_win_prob,vegas_spread,vegas_over_under,vegas_num_books,vegas_implied_margin,model_edge_vs_vegas,actual_home_points,actual_away_points,actual_margin,actual_total,actual_home_win,margin_error,abs_margin_error,home_score_error,away_score_error,win_correct
401864503,2026-09-12 23:00:00+00:00,Northern Illinois,Illinois State,0,0,-11.0,0.0,-22.3,12.3,34.4,,,,536.58,,-11.0,,,0,1,0,1,10.4,49.7,30.0,20.0,0.828,4.5,48.5,1.0,-4.5,14.9,24.0,28.0,-4.0,52.0,0,14.4,14.4,6.0,-8.0,0
401856786,2026-09-12 23:00:00+00:00,Cincinnati,Western Carolina,0,0,60.0,0.0,5.9,30.0,24.3,,,,634.28,,60.0,,,0,1,0,1,35.8,56.7,46.0,10.0,0.967,-36.5,60.5,1.0,36.5,-0.7,62.0,10.0,52.0,72.0,1,-16.200000000000003,16.200000000000003,-16.0,0.0,1
401856681,2026-09-12 23:00:00+00:00,Georgia Tech,Tennessee,0,0,-50.0,60.0,1.7,25.3,24.1,19.9,40.3,20.8,751.65,885.9,-110.0,-18.2,-134.25,0,0,0,0,-15.1,52.0,18.0,34.0,0.056,12.75,55.5,2.0,-12.75,-2.4,24.0,45.0,-21.0,69.0,0,5.9,5.9,-6.0,-11.0,1
401858441,2026-09-12 23:00:00+00:00,Nebraska,Bowling Green,0,0,60.0,-75.0,12.1,32.4,20.4,-12.8,15.0,28.1,787.45,568.33,135.0,24.9,219.12,0,0,0,0,30.0,49.9,40.0,10.0,0.965,-29.75,51.75,2.0,29.75,0.2,56.0,7.0,49.0,63.0,1,-19.0,19.0,-16.0,3.0,1
401856680,2026-09-12 23:00:00+00:00,South Carolina,Towson,0,0,60.0,-57.2,16.7,32.6,16.4,,,,862.87,,117.2,,,0,1,0,1,37.7,55.6,47.0,9.0,0.975,-43.5,54.5,1.0,43.5,-5.8,45.0,9.0,36.0,54.0,1,1.7000000000000028,1.7000000000000028,2.0,0.0,1
401871045,2026-09-12 23:00:00+00:00,Marshall,Middle Tennessee,0,0,-3.0,60.0,-14.4,23.8,38.4,-20.8,17.0,38.0,594.71,571.5,-63.0,6.4,23.21000000000004,0,0,0,0,9.0,54.4,32.0,23.0,0.762,-13.5,56.75,2.0,13.5,-4.5,28.0,26.0,2.0,54.0,1,7.0,7.0,4.0,-3.0,1
401864575,2026-09-12 23:00:00+00:00,Tulane,South Alabama,0,0,-57.2,60.0,-7.4,19.5,27.5,-11.4,23.5,34.2,665.11,573.38,-117.2,4.0,91.73000000000002,0,0,0,0,6.3,50.6,28.0,22.0,0.803,-9.0,49.5,2.0,9.0,-2.7,28.0,24.0,4.0,52.0,1,2.3,2.3,0.0,-2.0,1
401862707,2026-09-12 23:00:00+00:00,Sam Houston,Tulsa,0,0,-67.0,96.0,-21.5,16.3,37.3,-2.3,25.2,28.0,554.47,622.84,-163.0,-19.2,-68.37,0,0,0,0,-18.6,54.2,18.0,36.0,0.08,13.5,51.5,2.0,-13.5,-5.1,17.0,23.0,-6.0,40.0,0,-12.600000000000001,12.600000000000001,1.0,13.0,1
401869955,2026-09-12 23:00:00+00:00,Kennesaw State,Georgia State,0,0,60.0,60.0,-7.4,22.3,29.2,-22.7,18.3,40.3,502.86,573.83,0.0,15.3,-70.97000000000003,0,0,0,0,16.2,53.6,35.0,19.0,0.876,-9.5,54.5,2.0,9.5,6.7,17.0,31.0,-14.0,48.0,0,30.2,30.2,18.0,-12.0,0
401858447,2026-09-12 23:15:00+00:00,Wisconsin,Western Illinois,0,0,31.0,0.0,-1.5,19.3,20.6,,,,767.68,,31.0,,,0,1,0,1,29.5,46.7,38.0,9.0,0.969,-38.5,48.5,1.0,38.5,-9.0,36.0,9.0,27.0,45.0,1,2.5,2.5,2.0,0.0,1
401858443,2026-09-12 23:15:00+00:00,UCLA,San Diego State,0,0,108.8,60.0,9.2,31.9,22.7,3.1,25.8,23.3,774.45,609.22,48.80000000000001,6.1,165.23000000000002,0,0,0,0,12.6,50.0,31.0,19.0,0.742,-12.5,54.75,2.0,12.5,0.1,28.0,10.0,18.0,38.0,1,-5.4,5.4,3.0,9.0,1
401868008,2026-09-12 23:30:00+00:00,Coastal Carolina,Fordham,0,0,-37.2,-57.2,-12.1,22.1,33.7,,,,573.96,,20.0,,,0,1,0,1,23.1,55.9,39.0,16.0,0.927,-33.5,52.5,1.0,33.5,-10.4,45.0,7.0,38.0,52.0,1,-14.899999999999999,14.899999999999999,-6.0,9.0,1
401856682,2026-09-12 23:30:00+00:00,Texas,Ohio State,0,0,60.0,60.0,25.4,39.2,14.2,30.0,40.0,10.1,985.17,964.27,0.0,-4.600000000000001,20.899999999999977,0,0,0,0,-3.0,52.2,25.0,28.0,0.41,-1.75,49.5,2.0,1.75,-4.8,24.0,23.0,1.0,47.0,1,-4.0,4.0,1.0,5.0,0
401867796,2026-09-12 23:30:00+00:00,LSU,Louisiana Tech,0,0,96.0,60.0,23.3,34.4,11.4,-3.8,24.7,28.5,931.76,543.02,36.0,27.1,388.74,0,0,0,0,37.1,50.6,44.0,7.0,0.979,-35.25,55.75,2.0,35.25,1.8,45.0,14.0,31.0,59.0,1,6.100000000000001,6.100000000000001,-1.0,-7.0,1
401856783,2026-09-12 23:30:00+00:00,Oregon State,Texas Tech,0,0,-13.0,60.0,-6.8,21.1,27.3,18.9,34.9,16.2,635.79,767.89,-73.0,-25.7,-132.10000000000002,0,0,0,0,-17.1,51.6,17.0,34.0,0.048,26.75,53.75,2.0,-26.75,9.6,24.0,35.0,-11.0,59.0,0,-6.100000000000001,6.100000000000001,-7.0,-1.0,1
