game_id,start_date,home_team,away_team,neutral_site,conference_game,home_power_rating,away_power_rating,home_sp_rating,home_sp_offense,home_sp_defense,away_sp_rating,away_sp_offense,away_sp_defense,home_talent,away_talent,power_diff,sp_diff,talent_diff,home_sp_missing,away_sp_missing,home_talent_missing,away_talent_missing,predicted_margin,predicted_total,predicted_home_score,predicted_away_score,home_win_prob,vegas_spread,vegas_over_under,vegas_num_books,vegas_implied_margin,model_edge_vs_vegas,actual_home_points,actual_away_points,actual_margin,actual_total,actual_home_win,margin_error,abs_margin_error,home_score_error,away_score_error,win_correct
401856662,2026-09-05 23:30:00+00:00,Mississippi State,UL Monroe,0,0,0.0,0.0,4.8,30.8,26.5,-28.9,11.9,40.1,804.53,505.49,0.0,33.7,299.04,0,0,0,0,33.6,54.8,44.0,11.0,0.97,-28.5,56.0,2,28.5,5.1,62.0,13.0,49.0,75.0,1,-15.399999999999999,15.399999999999999,-18.0,-2.0,1
401858428,2026-09-05 23:30:00+00:00,Michigan,Western Michigan,0,0,0.0,0.0,17.0,33.2,15.8,-6.0,19.6,25.2,890.02,572.2,0.0,23.0,317.81999999999994,0,0,0,0,32.7,49.6,41.0,8.0,0.977,-27.5,47.5,2,27.5,5.2,13.0,12.0,1.0,25.0,1,31.700000000000003,31.700000000000003,28.0,-4.0,1
401856660,2026-09-05 23:30:00+00:00,LSU,Clemson,0,0,0.0,0.0,20.4,32.6,12.4,13.1,29.8,17.1,931.76,862.85,0.0,7.299999999999999,68.90999999999997,0,0,0,0,14.7,47.5,31.0,16.0,0.859,-10.5,51.25,2,10.5,4.2,51.0,10.0,41.0,61.0,1,-26.3,26.3,-20.0,6.0,1
401856637,2026-09-05 23:45:00+00:00,Florida,Florida Atlantic,0,0,0.0,0.0,15.2,30.4,15.8,-6.1,27.7,34.3,891.07,593.36,0.0,21.3,297.71000000000004,0,0,0,0,28.5,53.4,41.0,12.0,0.957,-27.0,59.5,2,27.0,1.5,66.0,21.0,45.0,87.0,1,-16.5,16.5,-25.0,-9.0,1
401858427,2026-09-06 00:00:00+00:00,Maryland,Hampton,0,0,0.0,0.0,5.2,26.8,22.0,,,,719.64,,0.0,,,0,1,0,1,35.6,50.3,43.0,7.0,0.97,-45.5,56.5,1,45.5,-9.9,62.0,0.0,62.0,62.0,1,-26.4,26.4,-19.0,7.0,1
401858431,2026-09-06 00:00:00+00:00,Northwestern,South Dakota State,0,0,0.0,0.0,5.1,25.3,20.7,,,,688.32,,0.0,,,0,1,0,1,30.1,49.6,40.0,10.0,0.97,-12.5,46.5,1,12.5,17.6,34.0,18.0,16.0,52.0,1,14.100000000000001,14.100000000000001,6.0,-8.0,1
401869142,2026-09-06 00:00:00+00:00,Louisiana,Lamar,0,0,0.0,0.0,-10.6,24.4,34.6,,,,590.94,,0.0,,,0,1,0,1,22.2,56.2,39.0,17.0,0.927,-20.5,48.5,1,20.5,1.7,38.0,7.0,31.0,45.0,1,-8.8,8.8,1.0,10.0,1
401856775,2026-09-06 00:00:00+00:00,BYU,Utah Tech,0,0,0.0,0.0,14.9,32.9,18.3,,,,689.42,,0.0,,,0,1,0,1,37.4,56.2,47.0,9.0,0.977,-47.5,54.5,1,47.5,-10.1,63.0,7.0,56.0,70.0,1,-18.6,18.6,-16.0,2.0,1
401870790,2026-09-06 01:00:00+00:00,New Mexico State,Mercyhurst,0,0,0.0,0.0,-18.5,15.9,34.4,,,,460.38,,0.0,,,0,1,0,1,13.5,49.9,32.0,18.0,0.86,-24.5,50.5,1,24.5,-11.0,51.0,14.0,37.0,65.0,1,-23.5,23.5,-19.0,4.0,1
401856773,2026-09-06 01:30:00+00:00,Arizona,Northern Arizona,0,0,0.0,0.0,9.5,31.1,21.2,,,,699.59,,0.0,,,0,1,0,1,36.1,56.2,46.0,10.0,0.971,-31.5,56.5,1,31.5,4.6,35.0,7.0,28.0,42.0,1,8.100000000000001,8.100000000000001,11.0,3.0,1
401860879,2026-09-06 01:30:00+00:00,San Diego State,Portland State,0,0,0.0,0.0,0.7,24.1,24.0,,,,609.22,,0.0,,,0,1,0,1,30.7,50.0,40.0,10.0,0.968,-40.5,57.5,1,40.5,-9.8,53.0,20.0,33.0,73.0,1,-2.3000000000000007,2.3000000000000007,-13.0,-10.0,1
401864497,2026-09-06 02:00:00+00:00,Hawai'i,UNLV,0,1,0.0,0.0,-2.6,25.9,29.1,3.6,31.4,28.0,556.82,696.03,0.0,-6.2,-139.20999999999992,0,0,0,0,-1.6,58.0,28.0,30.0,0.467,3.0,58.5,2,-3.0,1.4,6.0,21.0,-15.0,27.0,0,13.4,13.4,22.0,9.0,1
401864498,2026-09-06 02:00:00+00:00,New Mexico,Central Michigan,0,0,0.0,0.0,0.0,25.6,26.1,-15.1,15.5,30.4,568.19,540.01,0.0,15.1,28.180000000000064,0,0,0,0,15.8,50.0,33.0,17.0,0.938,-10.25,46.75,2,10.25,5.6,38.0,7.0,31.0,45.0,1,-15.2,15.2,-5.0,10.0,1
401856774,2026-09-06 02:00:00+00:00,Arizona State,Morgan State,0,0,0.0,0.0,4.9,27.4,22.0,,,,722.0,,0.0,,,0,1,0,1,35.8,51.5,44.0,8.0,0.97,-41.5,52.5,1,41.5,-5.7,70.0,7.0,63.0,77.0,1,-27.200000000000003,27.200000000000003,-26.0,1.0,1
401866411,2026-09-06 02:00:00+00:00,Sacramento State,Mississippi Valley State,0,0,0.0,0.0,-23.4,14.7,38.2,,,,561.42,,0.0,,,0,1,0,1,9.2,50.7,30.0,21.0,0.785,-35.5,56.5,1,35.5,-26.3,52.0,0.0,52.0,52.0,1,-42.8,42.8,-22.0,21.0,1
401858210,2026-09-06 02:30:00+00:00,California,UCLA,0,0,0.0,0.0,3.0,28.8,25.5,5.4,29.1,23.7,751.92,774.45,0.0,-2.4000000000000004,-22.530000000000086,0,0,0,0,5.8,53.9,30.0,24.0,0.642,1.75,53.75,2,-1.75,7.6,24.0,45.0,-21.0,69.0,0,26.8,26.8,6.0,-21.0,0
401864432,2026-09-06 02:30:00+00:00,Nevada,Western Kentucky,0,0,0.0,0.0,-11.7,17.6,29.7,-7.3,24.2,32.0,549.99,611.52,0.0,-4.4,-61.52999999999997,0,0,0,0,-3.2,49.4,23.0,26.0,0.445,2.5,52.75,2,-2.5,-0.7,49.0,14.0,35.0,63.0,1,-38.2,38.2,-26.0,12.0,0
401858437,2026-09-06 20:00:00+00:00,Washington,Washington State,0,0,0.0,0.0,15.8,33.0,17.0,-4.3,20.4,24.6,777.63,630.29,0.0,20.1,147.34000000000003,0,0,0,0,22.5,48.7,36.0,13.0,0.964,-23.5,50.75,2,23.5,-1.0,24.0,10.0,14.0,34.0,1,8.5,8.5,12.0,3.0,1
401856661,2026-09-06 23:30:00+00:00,Ole Miss,Louisville,1,0,0.0,0.0,16.5,35.2,19.4,11.1,30.7,19.8,885.72,739.97,0.0,5.4,145.75,0,0,0,0,12.4,51.1,32.0,19.0,0.832,-6.5,55.5,2,6.5,5.9,41.0,38.0,3.0,79.0,1,9.4,9.4,-9.0,-19.0,1
401858438,2026-09-06 23:30:00+00:00,Notre Dame,Wisconsin,1,0,0.0,0.0,26.5,40.6,14.3,3.8,21.6,17.5,953.03,767.68,0.0,22.7,185.35,0,0,0,0,28.5,47.4,38.0,9.0,0.973,-20.5,47.5,2,20.5,8.0,41.0,13.0,28.0,54.0,1,0.5,0.5,-3.0,-4.0,1
401858212,2026-09-07 23:30:00+00:00,Florida State,SMU,0,1,0.0,0.0,9.1,29.8,20.4,12.1,32.5,20.1,800.2,764.5,0.0,-3.0,35.700000000000045,0,0,0,0,2.3,50.8,27.0,24.0,0.56,2.25,52.75,2,-2.25,4.5,24.0,27.0,-3.0,51.0,0,5.3,5.3,3.0,-3.0,0
